704,923341
702731,923341
702708,923341
1552,923341
702715,923341
1327,923341
1327,923341
1337,923341
1337,923341
1337,923341
979579,923341
979579,923341
979579,923341
979579,923341
704,936822
702731,936822
702708,936822
1552,936822
1552,936822
702715,936822
702715,936822
1327,936822
1327,936822
1327,936822
1337,936822
1337,936822
1337,936822
1337,936822
979579,936822
979579,936822
979579,936822
979579,936822
979579,936822
704,936842
702708,936842
1552,936842
1552,936842
702715,936842
702715,936842
1327,936842
1327,936842
1327,936842
1337,936842
1337,936842
1337,936842
1337,936842
979579,936842
979579,936842
979579,936842
979579,936842
979579,936842
704,748728
702731,748728
702708,748728
702708,748728
1552,748728
1552,748728
702715,748728
702715,748728
702715,748728
1327,748728
1327,748728
1327,748728
1327,748728
1337,748728
1337,748728
1337,748728
1337,748728
1337,748728
979579,748728
979579,748728
979579,748728
979579,748728
979579,748728
979579,748728
704,936845
702731,936845
1552,936845
702715,936845
702715,936845
1327,936845
1327,936845
1337,936845
1337,936845
1337,936845
979579,936845
979579,936845
979579,936845
979579,936845
704,820666
704,820666
702731,820666
702708,820666
702708,820666
1552,820666
1552,820666
1552,820666
702715,820666
702715,820666
702715,820666
702715,820666
1327,820666
1327,820666
1327,820666
1327,820666
1327,820666
1327,820666
1337,820666
1337,820666
1337,820666
1337,820666
1337,820666
1337,820666
1337,820666
979579,820666
979579,820666
979579,820666
979579,820666
979579,820666
979579,820666
979579,820666
979579,820666
979579,820666
704,133531
702731,133531
702731,133531
702708,133531
1552,133531
1552,133531
702715,133531
702715,133531
702715,133531
1327,133531
1327,133531
1327,133531
1327,133531
1337,133531
1337,133531
1337,133531
1337,133531
1337,133531
979579,133531
979579,133531
979579,133531
979579,133531
979579,133531
979579,133531
979579,133531
704,936830
702731,936830
702708,936830
702708,936830
1552,936830
1552,936830
702715,936830
702715,936830
702715,936830
1327,936830
1327,936830
1327,936830
1327,936830
1337,936830
1337,936830
1337,936830
1337,936830
979579,936830
979579,936830
979579,936830
979579,936830
979579,936830
979579,936830
704,936831
702731,936831
702708,936831
1552,936831
702715,936831
1327,936831
1337,936831
979579,936831
979579,936831
979579,936831
704,889163
704,889163
702731,889163
702731,889163
702708,889163
702708,889163
702708,889163
1552,889163
1552,889163
1552,889163
1552,889163
702715,889163
702715,889163
702715,889163
702715,889163
702715,889163
1327,889163
1327,889163
1327,889163
1327,889163
1327,889163
1327,889163
1327,889163
1337,889163
1337,889163
1337,889163
1337,889163
1337,889163
1337,889163
1337,889163
1337,889163
1337,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
979579,889163
704,829328
702731,829328
702731,829328
702708,829328
702708,829328
1552,829328
1552,829328
1552,829328
702715,829328
702715,829328
702715,829328
702715,829328
1327,829328
1327,829328
1327,829328
1327,829328
1327,829328
1327,829328
1337,829328
1337,829328
1337,829328
1337,829328
1337,829328
1337,829328
979579,829328
979579,829328
979579,829328
979579,829328
979579,829328
979579,829328
979579,829328
979579,829328
979579,829328
704,936817
704,936817
702731,936817
702731,936817
702708,936817
702708,936817
702708,936817
1552,936817
1552,936817
1552,936817
1552,936817
702715,936817
702715,936817
702715,936817
702715,936817
702715,936817
1327,936817
1327,936817
1327,936817
1327,936817
1327,936817
1327,936817
1337,936817
1337,936817
1337,936817
1337,936817
1337,936817
1337,936817
1337,936817
1337,936817
979579,936817
979579,936817
979579,936817
979579,936817
979579,936817
979579,936817
979579,936817
979579,936817
979579,936817
979579,936817
704,832064
702731,832064
702708,832064
1552,832064
702715,832064
702715,832064
1327,832064
1327,832064
1337,832064
1337,832064
979579,832064
979579,832064
979579,832064
979579,832064
